Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longtitude,Regionname,Propertycount,ParkingArea,Price
Moonee Ponds,43 Chaucer St,3,h,S,Nelson,4/3/2017,6.9,3039,3,2,1,287,196,1880,Moonee Valley City Council,-37.7698,144.9214,Western Metropolitan,6232,Attached Garage,1440000
Moonee Ponds,119 Eglinton St,3,h,SP,McDonald,4/3/2017,6.9,3039,3,1,1,310,155,1900,Moonee Valley City Council,-37.7685,144.9106,Western Metropolitan,6232,Indoor,
Moonee Ponds,2/108 Pascoe Vale Rd,3,t,S,Barry,4/3/2017,6.9,3039,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6232,Parkade,
Moonee Ponds,14 Scotia St,4,h,SP,Nelson,4/3/2017,6.9,3039,4,1,1,388,120,1920,Moonee Valley City Council,-37.7692,144.9057,Western Metropolitan,6232,Underground,1225000
Moorabbin,10 Avon St,3,h,SP,Buxton,4/3/2017,14.6,3189,3,1,2,623,119,,Kingston City Council,-37.9404,145.046,Southern Metropolitan,2555,Outdoor Stall,980000
Moorabbin,32a Fiddes St,4,t,PI,Hodges,4/3/2017,14.6,3189,,,,,,,Kingston City Council,,,Southern Metropolitan,2555,Parking Pad,1135000
Moorabbin,48 Matilda Rd,3,h,S,Woodards,4/3/2017,14.6,3189,3,1,4,690,,,Kingston City Council,-37.9386,145.0585,Southern Metropolitan,2555,Carport,1110000
Newport,44 Challis St,2,h,S,Williams,4/3/2017,8.4,3015,2,1,1,244,73,1940,Hobsons Bay City Council,-37.846,144.8729,Western Metropolitan,5498,Detached Garage,800000
Newport,1/30 Charlotte St,3,t,S,RT,4/3/2017,8.4,3015,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5498,Attached Garage,862000
Newport,2/8 Laurie St,3,t,S,Jas,4/3/2017,8.4,3015,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5498,Indoor,863000
Newport,1/118 Woods St,3,u,PI,hockingstuart,4/3/2017,8.4,3015,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5498,Parkade,850000
Newport,1/217 Woods St,3,h,S,Raine,4/3/2017,8.4,3015,3,2,2,0,,2013,Hobsons Bay City Council,-37.8447,144.8654,Western Metropolitan,5498,Underground,785000
Niddrie,32 Diamond St,3,h,S,Brad,4/3/2017,11.2,3042,3,2,1,0,204,2009,Moonee Valley City Council,-37.7473,144.8897,Western Metropolitan,2291,Outdoor Stall,1235000
North Melbourne,2/63 Brougham St,2,u,S,Jellis,4/3/2017,2.3,3051,2,1,1,0,64,1970,Melbourne City Council,-37.7936,144.9426,Northern Metropolitan,6821,Parking Pad,726000
North Melbourne,8 Haines St,3,h,S,W.B.,4/3/2017,2.3,3051,3,1,0,83,129,1980,Melbourne City Council,-37.7987,144.9497,Northern Metropolitan,6821,Carport,1340000
North Melbourne,70 Munster Tce,2,t,S,Jellis,4/3/2017,2.3,3051,2,2,1,88,119,2010,Melbourne City Council,-37.8018,144.9429,Northern Metropolitan,6821,Detached Garage,1105000
North Melbourne,19 Shands La,2,t,S,Jellis,4/3/2017,2.3,3051,2,1,1,215,0,2000,Melbourne City Council,-37.7953,144.9437,Northern Metropolitan,6821,Attached Garage,841000
Northcote,65 Bastings St,3,h,PI,Jellis,4/3/2017,5.5,3070,3,2,1,267,,1920,Darebin City Council,-37.7744,145.0033,Northern Metropolitan,11364,Indoor,1310000
Northcote,18 Claude St,2,h,S,Nelson,4/3/2017,5.5,3070,2,1,0,140,,,Darebin City Council,-37.7709,144.9964,Northern Metropolitan,11364,Parkade,1035000
Northcote,220 Victoria Rd,3,h,S,McGrath,4/3/2017,5.5,3070,3,2,4,613,,,Darebin City Council,-37.7664,145.0121,Northern Metropolitan,11364,Underground,1980000
Northcote,5/162 Westgarth St,2,u,S,Collins,4/3/2017,5.5,3070,2,1,2,0,,,Darebin City Council,-37.7828,145.0096,Northern Metropolitan,11364,Carport,592000
Northcote,4 Wilmoth St,3,h,S,Ray,4/3/2017,5.5,3070,3,1,3,520,,,Darebin City Council,-37.7683,145.0156,Northern Metropolitan,11364,Detached Garage,1335000
Oak Park,7 Cartwright St,4,h,S,Eview,4/3/2017,11.5,3046,4,2,2,590,237,,Moreland City Council,-37.7151,144.9194,Northern Metropolitan,2651,Attached Garage,1350000
Oakleigh South,16 Alleford St,3,h,S,Buxton,4/3/2017,14.7,3167,3,2,1,258,105,1999,Kingston City Council,-37.9156,145.0879,South-Eastern Metropolitan,3692,Indoor,875000
Oakleigh South,157 Clarinda Rd,3,h,S,Ray,4/3/2017,14.7,3167,3,2,3,0,137,1970,Kingston City Council,-37.9404,145.0978,South-Eastern Metropolitan,3692,Parkade,
Pascoe Vale,23 Alexandra St,3,h,S,Brad,4/3/2017,9.9,3044,3,1,1,446,115,1950,Moreland City Council,-37.7181,144.9422,Northern Metropolitan,7485,Carport,780000
Pascoe Vale,44a Austin Cr,4,h,S,Nelson,4/3/2017,9.9,3044,,,,,,,Moreland City Council,,,Northern Metropolitan,7485,Detached Garage,1276000
Pascoe Vale,5/10 Dorset Rd,3,u,S,Nelson,4/3/2017,9.9,3044,3,1,1,204,124,2008,Moreland City Council,-37.7234,144.9497,Northern Metropolitan,7485,Attached Garage,600000
Pascoe Vale,3 Hazel Gr,3,h,S,Nelson,4/3/2017,9.9,3044,3,1,2,956,,,Moreland City Council,-37.7308,144.9397,Northern Metropolitan,7485,Indoor,1465000
Pascoe Vale,15 Joffre Rd,2,h,SP,Nelson,4/3/2017,9.9,3044,2,2,2,420,,,Moreland City Council,-37.7182,144.9393,Northern Metropolitan,7485,Parkade,
Pascoe Vale,17 Kaumple St,3,h,SN,Nelson,4/3/2017,9.9,3044,3,1,1,409,,,Moreland City Council,-37.7257,144.944,Northern Metropolitan,7485,Underground,
Pascoe Vale,16 Stennis St,4,h,S,Nelson,4/3/2017,9.9,3044,4,2,2,686,135,1950,Moreland City Council,-37.731,144.9486,Northern Metropolitan,7485,Outdoor Stall,955000
Pascoe Vale,8 Wicklow St,3,h,S,Brad,4/3/2017,9.9,3044,3,1,1,505,,,Moreland City Council,-37.7187,144.9432,Northern Metropolitan,7485,Carport,767000
Pascoe Vale,31 Zenith St,4,h,S,Nelson,4/3/2017,9.9,3044,4,2,2,559,281,1997,Moreland City Council,-37.7236,144.9347,Northern Metropolitan,7485,Detached Garage,1196000
Port Melbourne,1203/115 Beach St,3,u,PI,Marshall,4/3/2017,3.8,3207,3,2,2,5865,,,Melbourne City Council,-37.8403,144.9303,Southern Metropolitan,8648,Attached Garage,
Port Melbourne,802/127 Beach St,2,u,VB,hockingstuart,4/3/2017,3.8,3207,2,2,2,0,,,Melbourne City Council,-37.8399,144.9287,Southern Metropolitan,8648,Indoor,1250000
Port Melbourne,111/99 Dow St,2,u,VB,hockingstuart,4/3/2017,3.8,3207,2,2,1,0,,,Melbourne City Council,-37.8415,144.9412,Southern Metropolitan,8648,Parkade,575000
Port Melbourne,66 Dunstan Pde,4,h,S,Marshall,4/3/2017,3.8,3207,4,3,1,323,237,1935,Melbourne City Council,-37.8371,144.921,Southern Metropolitan,8648,Carport,1915000
Port Melbourne,2/48 Esplanade Pl,2,u,SP,Buxton,4/3/2017,3.8,3207,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648,Detached Garage,850000
Port Melbourne,190 Nott St,3,h,SN,Chisholm,4/3/2017,3.8,3207,3,2,1,151,146,1890,Melbourne City Council,-37.836,144.9431,Southern Metropolitan,8648,Attached Garage,
Port Melbourne,22 Park Sq,3,h,S,Marshall,4/3/2017,3.8,3207,3,2,2,135,135,1997,Melbourne City Council,-37.8395,144.9343,Southern Metropolitan,8648,Indoor,1630000
Prahran,14 Bowen St,2,h,S,Jellis,4/3/2017,4.5,3181,2,2,2,211,122,1900,Stonnington City Council,-37.8551,145.0037,Southern Metropolitan,7717,Parkade,
Prahran,30 Harvey St,2,h,SP,Jellis,4/3/2017,4.5,3181,2,1,2,220,117,1920,Stonnington City Council,-37.8533,145.01,Southern Metropolitan,7717,Carport,
Prahran,20/67 High St,1,u,S,hockingstuart,4/3/2017,4.5,3181,1,1,1,1768,45,1888,Stonnington City Council,-37.851,144.988,Southern Metropolitan,7717,Detached Garage,492000
Prahran,12 Lexton Gr,4,h,S,RT,4/3/2017,4.5,3181,4,2,2,443,222,1920,Stonnington City Council,-37.8586,145.0083,Southern Metropolitan,7717,Attached Garage,
Prahran,61a Princes St,3,t,PI,Marshall,4/3/2017,4.5,3181,,,,,,,Stonnington City Council,,,Southern Metropolitan,7717,Carport,1660000
Prahran,10/4 Rae Ct,1,u,S,Biggin,4/3/2017,4.5,3181,1,1,1,0,64,1945,Stonnington City Council,-37.857,145.0027,Southern Metropolitan,7717,Detached Garage,500500
Prahran,7/36 Wynnstay Rd,2,u,PI,Kay,4/3/2017,4.5,3181,2,2,2,0,95,2008,Stonnington City Council,-37.853,145.011,Southern Metropolitan,7717,Attached Garage,
Prahran,6 Wynnstay Rd,3,h,S,hockingstuart,4/3/2017,4.5,3181,3,1,0,223,,,Stonnington City Council,-37.8527,145.0088,Southern Metropolitan,7717,Indoor,1240000
Preston,151k Albert St,2,t,S,RW,4/3/2017,8.8,3072,,,,,,,Darebin City Council,,,Northern Metropolitan,14577,Parkade,508000
Preston,46 Dunstan St,2,h,S,Nelson,4/3/2017,8.8,3072,2,1,1,490,,,Darebin City Council,-37.7311,144.9863,Northern Metropolitan,14577,Underground,835000
Preston,111 Gower St,3,h,S,Love,4/3/2017,8.8,3072,3,1,2,327,,,Darebin City Council,-37.7423,145.0194,Northern Metropolitan,14577,Outdoor Stall,637000
Preston,5 Kendall St,3,h,S,hockingstuart/Barry,4/3/2017,8.8,3072,3,2,1,465,,,Darebin City Council,-37.7471,144.9877,Northern Metropolitan,14577,Carport,1265000
Preston,7 Kenneth St,3,h,PI,Love,4/3/2017,8.8,3072,3,2,3,490,130,,Darebin City Council,-37.7413,145.0203,Northern Metropolitan,14577,Detached Garage,1100000
Preston,64 Malpas St,4,h,S,hockingstuart,4/3/2017,8.8,3072,4,2,3,534,,,Darebin City Council,-37.7339,145.0189,Northern Metropolitan,14577,Attached Garage,1082000
Preston,27 Olver St,2,t,S,Barry,4/3/2017,8.8,3072,2,1,1,132,121,2009,Darebin City Council,-37.7343,145.0025,Northern Metropolitan,14577,Indoor,715000
Preston,672 Plenty Rd,5,h,PI,hockingstuart,4/3/2017,8.8,3072,5,5,3,199,5,,Darebin City Council,-37.7309,145.0151,Northern Metropolitan,14577,Carport,630000
Preston,82 Raglan St,2,h,S,Nelson,4/3/2017,8.8,3072,2,1,3,581,96,1950,Darebin City Council,-37.7508,145.0209,Northern Metropolitan,14577,Detached Garage,837000
Preston,4 Rayner Ct,4,h,SN,Barry,4/3/2017,8.8,3072,4,2,2,630,188,1930,Darebin City Council,-37.7306,144.9962,Northern Metropolitan,14577,Attached Garage,
Reservoir,2/16 Cheddar Rd,2,t,S,Nelson,4/3/2017,11.2,3073,2,1,1,91,84,2014,Darebin City Council,-37.713,145.0108,Northern Metropolitan,21650,Indoor,490000
Reservoir,10 Frier Av,3,h,S,Stockdale,4/3/2017,11.2,3073,,,,,,,Darebin City Council,,,Northern Metropolitan,21650,Parkade,911000
Reservoir,686 High St,3,h,S,Barry,4/3/2017,11.2,3073,3,1,2,227,118,1930,Darebin City Council,-37.7286,145.0059,Northern Metropolitan,21650,Carport,805000
Reservoir,40 Hughes Pde,4,h,S,Love,4/3/2017,11.2,3073,4,1,2,855,,,Darebin City Council,-37.6997,145.0043,Northern Metropolitan,21650,Detached Garage,770000
Reservoir,54 Lloyd Av,3,h,S,Barry,4/3/2017,11.2,3073,,,,,,,Darebin City Council,,,Northern Metropolitan,21650,Attached Garage,659500
Reservoir,18 Lucille Av,3,h,S,Barry,4/3/2017,11.2,3073,,,,,,,Darebin City Council,,,Northern Metropolitan,21650,Indoor,660000
Reservoir,2/16 Odowd St,3,u,S,Nelson,4/3/2017,11.2,3073,3,1,2,280,,2002,Darebin City Council,-37.7183,145.0164,Northern Metropolitan,21650,Carport,645000
Reservoir,31 Powell St,3,h,S,Harcourts,4/3/2017,11.2,3073,3,2,4,466,467,1930,Darebin City Council,-37.7266,145.0004,Northern Metropolitan,21650,Detached Garage,1005000
Reservoir,5 Queen St,2,h,S,Barry,4/3/2017,11.2,3073,2,1,1,487,,,Darebin City Council,-37.7279,145.0136,Northern Metropolitan,21650,Attached Garage,931000
Reservoir,15 Rodman St,2,h,S,Barry,4/3/2017,11.2,3073,2,1,2,950,,,Darebin City Council,-37.702,145.0071,Northern Metropolitan,21650,Indoor,810000
Richmond,23 Abinger St,3,h,PI,Marshall,4/3/2017,2.6,3121,3,3,2,127,133,1900,Yarra City Council,-37.8202,145.0011,Northern Metropolitan,14949,Parkade,
Richmond,502/39 Bosisto St,1,u,SP,Biggin,4/3/2017,2.6,3121,1,1,1,778,,2013,Yarra City Council,-37.8177,144.9972,Northern Metropolitan,14949,Underground,437500
Richmond,412/10 Burnley St,1,u,SP,Biggin,4/3/2017,2.6,3121,1,1,1,8223,57,2012,Yarra City Council,-37.8127,145.0094,Northern Metropolitan,14949,Outdoor Stall,421000
Richmond,3/24 Davison St,2,u,S,Biggin,4/3/2017,2.6,3121,2,1,1,534,,1970,Yarra City Council,-37.8123,145.0081,Northern Metropolitan,14949,Parking Pad,479000
Richmond,78 Davison St,5,h,SP,Jellis,4/3/2017,2.6,3121,5,3,3,618,260,1890,Yarra City Council,-37.8157,145.0073,Northern Metropolitan,14949,Carport,3200000
Richmond,28/81 Edinburgh St,2,u,S,Jellis,4/3/2017,2.6,3121,2,1,1,0,62,1970,Yarra City Council,-37.8258,145.0057,Northern Metropolitan,14949,Detached Garage,479000
Richmond,31 Hunter St,3,h,SP,hockingstuart,4/3/2017,2.6,3121,3,2,2,429,,,Yarra City Council,-37.8206,145.0056,Northern Metropolitan,14949,Attached Garage,
Richmond,32 Jubilee Pl,2,h,S,hockingstuart,4/3/2017,2.6,3121,2,1,1,80,,,Yarra City Council,-37.8126,145.004,Northern Metropolitan,14949,Indoor,1042500
Richmond,318/185 Lennox St,2,u,PI,hockingstuart,4/3/2017,2.6,3121,2,1,1,1725,69,2005,Yarra City Council,-37.8174,144.9949,Northern Metropolitan,14949,Parkade,655000
Richmond,45 Lord St,2,h,S,Biggin,4/3/2017,2.6,3121,2,2,3,114,,,Yarra City Council,-37.8212,145.005,Northern Metropolitan,14949,Underground,1130000
Richmond,414/6 Lord St,2,u,S,Biggin,4/3/2017,2.6,3121,2,1,1,2571,66,2013,Yarra City Council,-37.8198,145.005,Northern Metropolitan,14949,Outdoor Stall,561000
Richmond,101/18 Tanner St,2,u,S,Biggin,4/3/2017,2.6,3121,2,2,1,2740,76,2003,Yarra City Council,-37.8231,144.9906,Northern Metropolitan,14949,Parking Pad,635000
Rosanna,36 Victoria Av,4,h,S,Miles,4/3/2017,11.4,3084,,,,,,,Banyule City Council,,,Eastern Metropolitan,3540,Carport,1040000
South Melbourne,25 Mountain St,3,h,S,hockingstuart,4/3/2017,2.1,3205,3,1,0,149,104,1900,Port Phillip City Council,-37.8374,144.9495,Southern Metropolitan,5943,Detached Garage,1270000
South Melbourne,168 Napier St,3,h,S,Marshall,4/3/2017,2.1,3205,3,1,0,128,141,1880,Port Phillip City Council,-37.8364,144.9614,Southern Metropolitan,5943,Attached Garage,
South Melbourne,38 Tribe St,3,h,S,Marshall,4/3/2017,2.1,3205,3,1,0,276,119,1900,Port Phillip City Council,-37.838,144.9489,Southern Metropolitan,5943,Indoor,2633000
South Yarra,34 Albion St,3,h,S,Jellis,4/3/2017,3.3,3141,3,2,1,396,,,Melbourne City Council,-37.8433,144.9874,Southern Metropolitan,14887,Parkade,
South Yarra,2/53 Caroline St,1,u,S,hockingstuart,4/3/2017,3.3,3141,1,1,0,0,,,Melbourne City Council,-37.837,144.9881,Southern Metropolitan,14887,Underground,422000
South Yarra,1/7 Cromwell Rd,3,t,SN,Kay,4/3/2017,3.3,3141,3,2,2,0,,1990,Melbourne City Council,-37.8465,144.9994,Southern Metropolitan,14887,Carport,
South Yarra,8/18 Darling St,2,u,S,hockingstuart,4/3/2017,3.3,3141,2,1,1,0,64,1970,Melbourne City Council,-37.8374,144.9918,Southern Metropolitan,14887,Detached Garage,535000
South Yarra,15/9 Darling St,2,u,SA,Williams,4/3/2017,3.3,3141,2,2,2,0,38,2015,Melbourne City Council,-37.8379,144.9913,Southern Metropolitan,14887,Attached Garage,990000
South Yarra,13/31 Kensington Rd,3,u,SN,hockingstuart,4/3/2017,3.3,3141,3,1,1,0,,1970,Melbourne City Council,-37.8376,145.0012,Southern Metropolitan,14887,Indoor,
South Yarra,7/32 Marne St,2,u,PI,Kay,4/3/2017,3.3,3141,2,1,0,0,79,1930,Melbourne City Council,-37.8361,144.9842,Southern Metropolitan,14887,Parkade,695000
South Yarra,276 Punt Rd,3,h,S,Greg,4/3/2017,3.3,3141,3,1,1,279,,,Melbourne City Council,-37.8448,144.9854,Southern Metropolitan,14887,Carport,
South Yarra,503/99 River St,2,u,S,hockingstuart,4/3/2017,3.3,3141,2,2,2,17200,,2000,Melbourne City Council,-37.8361,144.9966,Southern Metropolitan,14887,Detached Garage,978500
South Yarra,5/6 Tivoli Pl,2,u,S,hockingstuart,4/3/2017,3.3,3141,2,2,1,742,,1950,Melbourne City Council,-37.8357,144.9867,Southern Metropolitan,14887,Attached Garage,863000
South Yarra,5/178 Toorak Rd,1,u,VB,Jellis,4/3/2017,3.3,3141,,,,,,,Melbourne City Council,,,Southern Metropolitan,14887,Indoor,340000
South Yarra,6/176 Walsh St,2,u,S,Jellis,4/3/2017,3.3,3141,2,1,1,0,,,Melbourne City Council,-37.8338,144.9858,Southern Metropolitan,14887,Parkade,680000
South Yarra,1/47 Wilson St,2,u,PI,Jellis,4/3/2017,3.3,3141,2,2,1,0,,2004,Melbourne City Council,-37.8439,144.9974,Southern Metropolitan,14887,Underground,840000
Southbank,716/22 Dorcas St,1,u,S,LITTLE,4/3/2017,1.2,3006,1,1,1,1826,,2010,Melbourne City Council,-37.8301,144.9697,Southern Metropolitan,8400,Outdoor Stall,385500
Southbank,24/105 Southbank Bvd,2,u,S,hockingstuart,4/3/2017,1.2,3006,,,,,,,Melbourne City Council,,,Southern Metropolitan,8400,Carport,685000
Spotswood,408A Melbourne Rd,1,u,S,Douglas,4/3/2017,7.7,3015,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,1223,Detached Garage,1015000
Spotswood,1/8 Morwick St,4,t,SP,Sweeney,4/3/2017,7.7,3015,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,1223,Attached Garage,882500
St Kilda,10/81 Alma Rd,2,u,PI,Buxton,4/3/2017,6.1,3182,2,1,1,0,74,1970,Port Phillip City Council,-37.8616,144.9907,Southern Metropolitan,13240,Indoor,495000
St Kilda,71 Barkly St,5,h,VB,Wilson,4/3/2017,6.1,3182,5,2,2,436,,1910,Port Phillip City Council,-37.8618,144.982,Southern Metropolitan,13240,Parkade,2000000
St Kilda,10/352 Canterbury Rd,2,u,S,Wilson,4/3/2017,6.1,3182,2,1,1,5530,70,2001,Port Phillip City Council,-37.859,144.9767,Southern Metropolitan,13240,Carport,500000
St Kilda,10/45 Chapel St,2,u,S,McGrath,4/3/2017,6.1,3182,,,,,,,Port Phillip City Council,,,Southern Metropolitan,13240,Detached Garage,690000
St Kilda,26/12 Clyde St,2,u,PI,Buxton,4/3/2017,6.1,3182,2,1,1,6186,,,Port Phillip City Council,-37.8656,144.9782,Southern Metropolitan,13240,Attached Garage,530000
St Kilda,59 Clyde St,3,h,S,Marshall,4/3/2017,6.1,3182,3,2,3,384,123,1915,Port Phillip City Council,-37.8645,144.9805,Southern Metropolitan,13240,Indoor,1891000
St Kilda,3/23 Foster St,2,h,S,hockingstuart,4/3/2017,6.1,3182,,,,,,,Port Phillip City Council,-37.8688,144.9826,Southern Metropolitan,13240,Parkade,1000000
St Kilda,48 Greeves St,4,h,VB,Gary,4/3/2017,6.1,3182,4,2,3,420,160,1910,Port Phillip City Council,-37.8667,144.9832,Southern Metropolitan,13240,Carport,2000000
St Kilda,32 Gurner St,4,h,S,hockingstuart,4/3/2017,6.1,3182,4,2,2,402,,1914,Port Phillip City Council,-37.861,144.9819,Southern Metropolitan,13240,Detached Garage,2220000
St Kilda,14 Kipling St,5,h,S,Marshall,4/3/2017,6.1,3182,5,2,1,611,257,1908,Port Phillip City Council,-37.864,144.9896,Southern Metropolitan,13240,Attached Garage,
St Kilda,3/33 Robe St,3,u,VB,Castran,4/3/2017,6.1,3182,3,1,1,1669,176,1920,Port Phillip City Council,-37.8646,144.9786,Southern Metropolitan,13240,Carport,1500000
St Kilda,91 Spenser St,4,h,S,Frank,4/3/2017,6.1,3182,4,1,1,300,,,Port Phillip City Council,-37.8725,144.979,Southern Metropolitan,13240,Detached Garage,2455000
St Kilda,7 Victoria St,3,h,VB,Wilson,4/3/2017,6.1,3182,3,2,2,176,192,1880,Port Phillip City Council,-37.8641,144.9739,Southern Metropolitan,13240,Attached Garage,2000000
St Kilda,1/62 Wellington St,1,u,SP,Biggin,4/3/2017,6.1,3182,1,1,1,2335,58,2002,Port Phillip City Council,-37.8571,144.987,Southern Metropolitan,13240,Indoor,500000
St Kilda,10/69 Wellington St,2,u,S,Greg,4/3/2017,6.1,3182,2,2,2,0,102,1999,Port Phillip City Council,-37.8568,144.9873,Southern Metropolitan,13240,Parkade,685000
Sunshine,17 Barnard Ct,3,h,S,Sweeney,4/3/2017,12.6,3020,3,1,2,539,,,Brimbank City Council,-37.7877,144.8398,Western Metropolitan,3755,Underground,735000
Sunshine,160 Cornwall Rd,3,h,S,Jas,4/3/2017,12.6,3020,3,1,5,879,,,Brimbank City Council,-37.7796,144.8426,Western Metropolitan,3755,Outdoor Stall,1001000
Sunshine,7 High St,3,h,S,Sweeney,4/3/2017,12.6,3020,3,1,0,486,115,1943,Brimbank City Council,-37.7886,144.8438,Western Metropolitan,3755,Carport,780000
Sunshine,1 Markstone Ct,2,h,S,S&L,4/3/2017,12.6,3020,2,1,2,619,,,Brimbank City Council,-37.7794,144.8395,Western Metropolitan,3755,Detached Garage,710000
Sunshine,24 Martin St,4,h,S,Bells,4/3/2017,12.6,3020,4,1,0,726,181,1940,Brimbank City Council,-37.7864,144.8353,Western Metropolitan,3755,Attached Garage,1350500
Sunshine,15 Mellor St,3,h,SP,Biggin,4/3/2017,12.6,3020,3,1,2,518,122,1960,Brimbank City Council,-37.7802,144.8374,Western Metropolitan,3755,Indoor,745000
Sunshine,2A Ritchie Ct,2,h,S,Sweeney,4/3/2017,12.6,3020,2,1,1,322,,,Brimbank City Council,-37.7876,144.8342,Western Metropolitan,3755,Carport,490000
Sunshine North,10 Gresford St,3,h,S,Douglas,4/3/2017,13.3,3020,3,2,0,630,,,Brimbank City Council,-37.7692,144.8348,Western Metropolitan,4217,Detached Garage,701000
Sunshine North,13 Troon Cr,3,h,SP,Douglas,4/3/2017,13.3,3020,,,,,,,Brimbank City Council,,,Western Metropolitan,4217,Attached Garage,680000
Sunshine West,86 Allison St,3,h,SP,Barry,4/3/2017,13.5,3020,3,2,1,695,154,1987,Brimbank City Council,-37.7858,144.7964,Western Metropolitan,6763,Indoor,
Sunshine West,141 Ridgeway Pde,4,h,SP,Barry,4/3/2017,13.5,3020,4,1,4,671,,,Brimbank City Council,-37.7831,144.7998,Western Metropolitan,6763,Parkade,
Surrey Hills,6/38 Boisdale St,2,u,VB,Jellis,4/3/2017,11.2,3127,2,1,1,0,76,1970,Boroondara City Council,-37.8356,145.1029,Southern Metropolitan,5457,Carport,640000
Surrey Hills,28A Chestnut St,4,t,PI,Fletchers,4/3/2017,11.2,3127,4,3,2,368,,,Boroondara City Council,-37.8336,145.1111,Southern Metropolitan,5457,Detached Garage,
Surrey Hills,2/19 Elm St,2,u,S,Jellis,4/3/2017,11.2,3127,2,1,1,161,,,Boroondara City Council,-37.8327,145.106,Southern Metropolitan,5457,Attached Garage,745000
Templestowe Lower,6 Boonah Ct,5,h,PI,Barry,4/3/2017,13.8,3107,5,3,2,728,,,Manningham City Council,-37.7601,145.1229,Eastern Metropolitan,5420,Indoor,1050000
Templestowe Lower,11 Corroboree Pl,4,h,S,Barry,4/3/2017,13.8,3107,4,3,2,706,,,Manningham City Council,-37.7597,145.1058,Eastern Metropolitan,5420,Carport,1257000
Templestowe Lower,40 Mincha Av,5,h,SN,Barry,4/3/2017,13.8,3107,,,,,,,Manningham City Council,,,Eastern Metropolitan,5420,Detached Garage,
Templestowe Lower,57 Mincha Av,3,h,SP,Barry,4/3/2017,13.8,3107,,,,,,,Manningham City Council,,,Eastern Metropolitan,5420,Attached Garage,
Templestowe Lower,1/11 Pentlowe Av,4,t,S,Jellis,4/3/2017,13.8,3107,,,,,,,Manningham City Council,,,Eastern Metropolitan,5420,Indoor,1065000
Thornbury,5/66 Collins St,2,t,PI,Ray,4/3/2017,6.5,3071,,,,,,,Darebin City Council,,,Northern Metropolitan,8870,Parkade,630000
Thornbury,3/133 Darebin Rd,2,u,SP,Love,4/3/2017,6.5,3071,2,1,1,1085,64,1960,Darebin City Council,-37.7644,145.0114,Northern Metropolitan,8870,Underground,
Thornbury,184 Raleigh St,4,h,SP,Miles,4/3/2017,6.5,3071,4,2,1,470,153,1930,Darebin City Council,-37.7601,145.0122,Northern Metropolitan,8870,Outdoor Stall,1428888
Thornbury,43 Wilmoth St,5,h,SP,Nelson,4/3/2017,6.5,3071,5,2,3,671,289,2010,Darebin City Council,-37.7629,145.0161,Northern Metropolitan,8870,Parking Pad,
Toorak,49 Canterbury Rd,3,h,VB,Kay,4/3/2017,4.6,3142,3,1,0,197,111,1890,Stonnington City Council,-37.8462,145.0097,Southern Metropolitan,7217,Carport,
